ID	doi	url	title
2020.socialnlp-1.6	10.18653/v1/2020.socialnlp-1.6	https://www.aclweb.org/anthology/2020.socialnlp-1.6	Challenges in Emotion Style Transfer: An Exploration with a Lexical Substitution Pipeline
2020.socialnlp-1.7	10.18653/v1/2020.socialnlp-1.7	https://www.aclweb.org/anthology/2020.socialnlp-1.7	Incorporating Uncertain Segmentation Information into {C}hinese {NER} for Social Media Text
2020.socialnlp-1.8	10.18653/v1/2020.socialnlp-1.8	https://www.aclweb.org/anthology/2020.socialnlp-1.8	Multi-Task Supervised Pretraining for Neural Domain Adaptation
2020.sigmorphon-1.1	10.18653/v1/2020.sigmorphon-1.1	https://www.aclweb.org/anthology/2020.sigmorphon-1.1	{SIGMORPHON} 2020 Shared Task 0: Typologically Diverse Morphological Inflection
2020.sigmorphon-1.2	10.18653/v1/2020.sigmorphon-1.2	https://www.aclweb.org/anthology/2020.sigmorphon-1.2	The {SIGMORPHON} 2020 Shared Task on Multilingual Grapheme-to-Phoneme Conversion
2020.sigmorphon-1.3	10.18653/v1/2020.sigmorphon-1.3	https://www.aclweb.org/anthology/2020.sigmorphon-1.3	The {SIGMORPHON} 2020 Shared Task on Unsupervised Morphological Paradigm Completion
2020.sigmorphon-1.4	10.18653/v1/2020.sigmorphon-1.4	https://www.aclweb.org/anthology/2020.sigmorphon-1.4	One-Size-Fits-All Multilingual Models
2020.sigmorphon-1.5	10.18653/v1/2020.sigmorphon-1.5	https://www.aclweb.org/anthology/2020.sigmorphon-1.5	Ensemble Self-Training for Low-Resource Languages: Grapheme-to-Phoneme Conversion and Morphological Inflection
2020.sigmorphon-1.6	10.18653/v1/2020.sigmorphon-1.6	https://www.aclweb.org/anthology/2020.sigmorphon-1.6	The {CMU}-{LTI} submission to the {SIGMORPHON} 2020 Shared Task 0: Language-Specific Cross-Lingual Transfer
2020.sigmorphon-1.7	10.18653/v1/2020.sigmorphon-1.7	https://www.aclweb.org/anthology/2020.sigmorphon-1.7	Grapheme-to-Phoneme Conversion with a Multilingual Transformer Model
2020.sigmorphon-1.8	10.18653/v1/2020.sigmorphon-1.8	https://www.aclweb.org/anthology/2020.sigmorphon-1.8	The {NYU}-{CUB}oulder Systems for {SIGMORPHON} 2020 Task 0 and Task 2
2020.sigmorphon-1.9	10.18653/v1/2020.sigmorphon-1.9	https://www.aclweb.org/anthology/2020.sigmorphon-1.9	The {IMS}{--}{CUB}oulder System for the {SIGMORPHON} 2020 Shared Task on Unsupervised Morphological Paradigm Completion
2020.sigmorphon-1.10	10.18653/v1/2020.sigmorphon-1.10	https://www.aclweb.org/anthology/2020.sigmorphon-1.10	{SIGMORPHON} 2020 Task 0 System Description: {ETH} {Z}{\"u}rich Team
2020.sigmorphon-1.11	10.18653/v1/2020.sigmorphon-1.11	https://www.aclweb.org/anthology/2020.sigmorphon-1.11	{KU}-{CST} at the {SIGMORPHON} 2020 Task 2 on Unsupervised Morphological Paradigm Completion
2020.sigmorphon-1.12	10.18653/v1/2020.sigmorphon-1.12	https://www.aclweb.org/anthology/2020.sigmorphon-1.12	Low-Resource {G}2{P} and {P}2{G} Conversion with Synthetic Training Data
2020.sigmorphon-1.13	10.18653/v1/2020.sigmorphon-1.13	https://www.aclweb.org/anthology/2020.sigmorphon-1.13	Frustratingly Easy Multilingual Grapheme-to-Phoneme Conversion
2020.sigmorphon-1.14	10.18653/v1/2020.sigmorphon-1.14	https://www.aclweb.org/anthology/2020.sigmorphon-1.14	Exploring Neural Architectures And Techniques For Typologically Diverse Morphological Inflection
2020.sigmorphon-1.15	10.18653/v1/2020.sigmorphon-1.15	https://www.aclweb.org/anthology/2020.sigmorphon-1.15	{U}niversity of {I}llinois Submission to the {SIGMORPHON} 2020 Shared Task 0: Typologically Diverse Morphological Inflection
2020.sigmorphon-1.16	10.18653/v1/2020.sigmorphon-1.16	https://www.aclweb.org/anthology/2020.sigmorphon-1.16	One Model to Pronounce Them All: Multilingual Grapheme-to-Phoneme Conversion With a Transformer Ensemble
2020.sigmorphon-1.17	10.18653/v1/2020.sigmorphon-1.17	https://www.aclweb.org/anthology/2020.sigmorphon-1.17	Leveraging Principal Parts for Morphological Inflection
2020.sigmorphon-1.18	10.18653/v1/2020.sigmorphon-1.18	https://www.aclweb.org/anthology/2020.sigmorphon-1.18	Linguist vs. Machine: Rapid Development of Finite-State Morphological Grammars
2020.sigmorphon-1.19	10.18653/v1/2020.sigmorphon-1.19	https://www.aclweb.org/anthology/2020.sigmorphon-1.19	{CLUZH} at {SIGMORPHON} 2020 Shared Task on Multilingual Grapheme-to-Phoneme Conversion
2020.sigmorphon-1.20	10.18653/v1/2020.sigmorphon-1.20	https://www.aclweb.org/anthology/2020.sigmorphon-1.20	The {U}ni{M}elb Submission to the {SIGMORPHON} 2020 Shared Task 0: Typologically Diverse Morphological Inflection
2020.sigmorphon-1.21	10.18653/v1/2020.sigmorphon-1.21	https://www.aclweb.org/anthology/2020.sigmorphon-1.21	Data Augmentation for Transformer-based {G}2{P}
2020.sigmorphon-1.22	10.18653/v1/2020.sigmorphon-1.22	https://www.aclweb.org/anthology/2020.sigmorphon-1.22	Transliteration for Cross-Lingual Morphological Inflection
2020.sigmorphon-1.23	10.18653/v1/2020.sigmorphon-1.23	https://www.aclweb.org/anthology/2020.sigmorphon-1.23	Evaluating Neural Morphological Taggers for {S}anskrit
2020.sigmorphon-1.24	10.18653/v1/2020.sigmorphon-1.24	https://www.aclweb.org/anthology/2020.sigmorphon-1.24	Getting the {\#}{\#}life out of living: How Adequate Are Word-Pieces for Modelling Complex Morphology?
2020.sigmorphon-1.25	10.18653/v1/2020.sigmorphon-1.25	https://www.aclweb.org/anthology/2020.sigmorphon-1.25	Induced Inflection-Set Keyword Search in Speech
2020.sigmorphon-1.26	10.18653/v1/2020.sigmorphon-1.26	https://www.aclweb.org/anthology/2020.sigmorphon-1.26	Representation Learning for Discovering Phonemic Tone Contours
2020.sigmorphon-1.27	10.18653/v1/2020.sigmorphon-1.27	https://www.aclweb.org/anthology/2020.sigmorphon-1.27	Joint learning of constraint weights and gradient inputs in Gradient Symbolic Computation with constrained optimization
2020.sigmorphon-1.28	10.18653/v1/2020.sigmorphon-1.28	https://www.aclweb.org/anthology/2020.sigmorphon-1.28	In search of isoglosses: continuous and discrete language embeddings in {S}lavic historical phonology
2020.sigmorphon-1.29	10.18653/v1/2020.sigmorphon-1.29	https://www.aclweb.org/anthology/2020.sigmorphon-1.29	Multi-Tiered Strictly Local Functions
2020.repl4nlp-1.1	10.18653/v1/2020.repl4nlp-1.1	https://www.aclweb.org/anthology/2020.repl4nlp-1.1	Zero-Resource Cross-Domain Named Entity Recognition
2020.repl4nlp-1.2	10.18653/v1/2020.repl4nlp-1.2	https://www.aclweb.org/anthology/2020.repl4nlp-1.2	Encodings of Source Syntax: Similarities in {NMT} Representations Across Target Languages
2020.repl4nlp-1.3	10.18653/v1/2020.repl4nlp-1.3	https://www.aclweb.org/anthology/2020.repl4nlp-1.3	Learning Probabilistic Sentence Representations from Paraphrases
2020.repl4nlp-1.4	10.18653/v1/2020.repl4nlp-1.4	https://www.aclweb.org/anthology/2020.repl4nlp-1.4	Word Embeddings as Tuples of Feature Probabilities
2020.repl4nlp-1.5	10.18653/v1/2020.repl4nlp-1.5	https://www.aclweb.org/anthology/2020.repl4nlp-1.5	Compositionality and Capacity in Emergent Languages
2020.repl4nlp-1.6	10.18653/v1/2020.repl4nlp-1.6	https://www.aclweb.org/anthology/2020.repl4nlp-1.6	Learning Geometric Word Meta-Embeddings
2020.repl4nlp-1.7	10.18653/v1/2020.repl4nlp-1.7	https://www.aclweb.org/anthology/2020.repl4nlp-1.7	Improving Bilingual Lexicon Induction with Unsupervised Post-Processing of Monolingual Word Vector Spaces
2020.repl4nlp-1.8	10.18653/v1/2020.repl4nlp-1.8	https://www.aclweb.org/anthology/2020.repl4nlp-1.8	Adversarial Training for Commonsense Inference
2020.repl4nlp-1.9	10.18653/v1/2020.repl4nlp-1.9	https://www.aclweb.org/anthology/2020.repl4nlp-1.9	Evaluating Natural Alpha Embeddings on Intrinsic and Extrinsic Tasks
2020.repl4nlp-1.10	10.18653/v1/2020.repl4nlp-1.10	https://www.aclweb.org/anthology/2020.repl4nlp-1.10	Exploring the Limits of Simple Learners in Knowledge Distillation for Document Classification with {D}oc{BERT}
2020.repl4nlp-1.11	10.18653/v1/2020.repl4nlp-1.11	https://www.aclweb.org/anthology/2020.repl4nlp-1.11	Joint Training with Semantic Role Labeling for Better Generalization in Natural Language Inference
2020.repl4nlp-1.12	10.18653/v1/2020.repl4nlp-1.12	https://www.aclweb.org/anthology/2020.repl4nlp-1.12	A Metric Learning Approach to Misogyny Categorization
2020.repl4nlp-1.13	10.18653/v1/2020.repl4nlp-1.13	https://www.aclweb.org/anthology/2020.repl4nlp-1.13	On the Choice of Auxiliary Languages for Improved Sequence Tagging
2020.repl4nlp-1.14	10.18653/v1/2020.repl4nlp-1.14	https://www.aclweb.org/anthology/2020.repl4nlp-1.14	Adversarial Alignment of Multilingual Models for Extracting Temporal Expressions from Text
2020.repl4nlp-1.15	10.18653/v1/2020.repl4nlp-1.15	https://www.aclweb.org/anthology/2020.repl4nlp-1.15	Contextual and Non-Contextual Word Embeddings: an in-depth Linguistic Investigation
2020.repl4nlp-1.16	10.18653/v1/2020.repl4nlp-1.16	https://www.aclweb.org/anthology/2020.repl4nlp-1.16	Are All Languages Created Equal in Multilingual {BERT}?
2020.repl4nlp-1.17	10.18653/v1/2020.repl4nlp-1.17	https://www.aclweb.org/anthology/2020.repl4nlp-1.17	Staying True to Your Word: (How) Can Attention Become Explanation?
2020.repl4nlp-1.18	10.18653/v1/2020.repl4nlp-1.18	https://www.aclweb.org/anthology/2020.repl4nlp-1.18	Compressing {BERT}: Studying the Effects of Weight Pruning on Transfer Learning
2020.repl4nlp-1.19	10.18653/v1/2020.repl4nlp-1.19	https://www.aclweb.org/anthology/2020.repl4nlp-1.19	On Dimensional Linguistic Properties of the Word Embedding Space
2020.repl4nlp-1.20	10.18653/v1/2020.repl4nlp-1.20	https://www.aclweb.org/anthology/2020.repl4nlp-1.20	A Cross-Task Analysis of Text Span Representations
2020.repl4nlp-1.21	10.18653/v1/2020.repl4nlp-1.21	https://www.aclweb.org/anthology/2020.repl4nlp-1.21	Enhancing Transformer with Sememe Knowledge
2020.repl4nlp-1.22	10.18653/v1/2020.repl4nlp-1.22	https://www.aclweb.org/anthology/2020.repl4nlp-1.22	Evaluating Compositionality of Sentence Representation Models
2020.repl4nlp-1.23	10.18653/v1/2020.repl4nlp-1.23	https://www.aclweb.org/anthology/2020.repl4nlp-1.23	Supertagging with {CCG} primitives
2020.repl4nlp-1.24	10.18653/v1/2020.repl4nlp-1.24	https://www.aclweb.org/anthology/2020.repl4nlp-1.24	What{'}s in a Name? Are {BERT} Named Entity Representations just as Good for any other Name?
2020.nuse-1.1	10.18653/v1/2020.nuse-1.1	https://www.aclweb.org/anthology/2020.nuse-1.1	New Insights into Cross-Document Event Coreference: Systematic Comparison and a Simplified Approach
2020.nuse-1.2	10.18653/v1/2020.nuse-1.2	https://www.aclweb.org/anthology/2020.nuse-1.2	Screenplay Quality Assessment: Can We Predict Who Gets Nominated?
2020.nuse-1.3	10.18653/v1/2020.nuse-1.3	https://www.aclweb.org/anthology/2020.nuse-1.3	Improving the Identification of the Discourse Function of News Article Paragraphs
2020.nuse-1.4	10.18653/v1/2020.nuse-1.4	https://www.aclweb.org/anthology/2020.nuse-1.4	Systematic Evaluation of a Framework for Unsupervised Emotion Recognition for Narrative Text
2020.nuse-1.5	10.18653/v1/2020.nuse-1.5	https://www.aclweb.org/anthology/2020.nuse-1.5	Extensively Matching for Few-shot Learning Event Detection
2020.nuse-1.6	10.18653/v1/2020.nuse-1.6	https://www.aclweb.org/anthology/2020.nuse-1.6	Exploring the Effect of Author and Reader Identity in Online Story Writing: the {STORIESINTHEWILD} Corpus.
2020.nuse-1.7	10.18653/v1/2020.nuse-1.7	https://www.aclweb.org/anthology/2020.nuse-1.7	Script Induction as Association Rule Mining
2020.nuse-1.8	10.18653/v1/2020.nuse-1.8	https://www.aclweb.org/anthology/2020.nuse-1.8	Automatic extraction of personal events from dialogue
2020.nuse-1.9	10.18653/v1/2020.nuse-1.9	https://www.aclweb.org/anthology/2020.nuse-1.9	Annotating and quantifying narrative time disruptions in modernist and hypertext fiction
2020.nuse-1.10	10.18653/v1/2020.nuse-1.10	https://www.aclweb.org/anthology/2020.nuse-1.10	Exploring aspects of similarity between spoken personal narratives by disentangling them into narrative clause types
2020.nuse-1.11	10.18653/v1/2020.nuse-1.11	https://www.aclweb.org/anthology/2020.nuse-1.11	Extracting Message Sequence Charts from {H}indi Narrative Text
2020.nuse-1.12	10.18653/v1/2020.nuse-1.12	https://www.aclweb.org/anthology/2020.nuse-1.12	Emotion Arcs of Student Narratives
2020.nuse-1.13	10.18653/v1/2020.nuse-1.13	https://www.aclweb.org/anthology/2020.nuse-1.13	Frustratingly Hard Evidence Retrieval for {QA} Over Books
2020.nuse-1.14	10.18653/v1/2020.nuse-1.14	https://www.aclweb.org/anthology/2020.nuse-1.14	On-The-Fly Information Retrieval Augmentation for Language Models
2020.nuse-1.15	10.18653/v1/2020.nuse-1.15	https://www.aclweb.org/anthology/2020.nuse-1.15	Detecting and understanding moral biases in news
2020.nlpmc-1.1	10.18653/v1/2020.nlpmc-1.1	https://www.aclweb.org/anthology/2020.nlpmc-1.1	Methods for Extracting Information from Messages from Primary Care Providers to Specialists
2020.nlpmc-1.2	10.18653/v1/2020.nlpmc-1.2	https://www.aclweb.org/anthology/2020.nlpmc-1.2	Towards Understanding {ASR} Error Correction for Medical Conversations
2020.nlpmc-1.3	10.18653/v1/2020.nlpmc-1.3	https://www.aclweb.org/anthology/2020.nlpmc-1.3	Studying Challenges in Medical Conversation with Structured Annotation
2020.nlpmc-1.4	10.18653/v1/2020.nlpmc-1.4	https://www.aclweb.org/anthology/2020.nlpmc-1.4	Generating Medical Reports from Patient-Doctor Conversations Using Sequence-to-Sequence Models
2020.nlpmc-1.5	10.18653/v1/2020.nlpmc-1.5	https://www.aclweb.org/anthology/2020.nlpmc-1.5	Towards an Ontology-based Medication Conversational Agent for {P}r{EP} and {PEP}
2020.nlpmc-1.6	10.18653/v1/2020.nlpmc-1.6	https://www.aclweb.org/anthology/2020.nlpmc-1.6	Heart Failure Education of {A}frican {A}merican and {H}ispanic/{L}atino Patients: Data Collection and Analysis
2020.nlpmc-1.7	10.18653/v1/2020.nlpmc-1.7	https://www.aclweb.org/anthology/2020.nlpmc-1.7	On the Utility of Audiovisual Dialog Technologies and Signal Analytics for Real-time Remote Monitoring of Depression Biomarkers
2020.nlpmc-1.8	10.18653/v1/2020.nlpmc-1.8	https://www.aclweb.org/anthology/2020.nlpmc-1.8	Robust Prediction of Punctuation and Truecasing for Medical {ASR}
2020.nlpmc-1.9	10.18653/v1/2020.nlpmc-1.9	https://www.aclweb.org/anthology/2020.nlpmc-1.9	Topic-Based Measures of Conversation for Detecting Mild {C}ognitive{I}mpairment
2020.nlp4convai-1.1	10.18653/v1/2020.nlp4convai-1.1	https://www.aclweb.org/anthology/2020.nlp4convai-1.1	Using Alternate Representations of Text for Natural Language Understanding
2020.nlp4convai-1.2	10.18653/v1/2020.nlp4convai-1.2	https://www.aclweb.org/anthology/2020.nlp4convai-1.2	On Incorporating Structural Information to improve Dialogue Response Generation
2020.nlp4convai-1.3	10.18653/v1/2020.nlp4convai-1.3	https://www.aclweb.org/anthology/2020.nlp4convai-1.3	{C}opy{BERT}: A Unified Approach to Question Generation with Self-Attention
2020.nlp4convai-1.4	10.18653/v1/2020.nlp4convai-1.4	https://www.aclweb.org/anthology/2020.nlp4convai-1.4	How to Tame Your Data: Data Augmentation for Dialog State Tracking
2020.nlp4convai-1.5	10.18653/v1/2020.nlp4convai-1.5	https://www.aclweb.org/anthology/2020.nlp4convai-1.5	Efficient Intent Detection with Dual Sentence Encoders
2020.nlp4convai-1.6	10.18653/v1/2020.nlp4convai-1.6	https://www.aclweb.org/anthology/2020.nlp4convai-1.6	Accelerating Natural Language Understanding in Task-Oriented Dialog
2020.nlp4convai-1.7	10.18653/v1/2020.nlp4convai-1.7	https://www.aclweb.org/anthology/2020.nlp4convai-1.7	{DLGN}et: A Transformer-based Model for Dialogue Response Generation
2020.nlp4convai-1.8	10.18653/v1/2020.nlp4convai-1.8	https://www.aclweb.org/anthology/2020.nlp4convai-1.8	Data Augmentation for Training Dialog Models Robust to Speech Recognition Errors
2020.nlp4convai-1.9	10.18653/v1/2020.nlp4convai-1.9	https://www.aclweb.org/anthology/2020.nlp4convai-1.9	Automating Template Creation for Ranking-Based Dialogue Models
2020.nlp4convai-1.10	10.18653/v1/2020.nlp4convai-1.10	https://www.aclweb.org/anthology/2020.nlp4convai-1.10	From Machine Reading Comprehension to Dialogue State Tracking: Bridging the Gap
2020.nlp4convai-1.11	10.18653/v1/2020.nlp4convai-1.11	https://www.aclweb.org/anthology/2020.nlp4convai-1.11	Improving Slot Filling by Utilizing Contextual Information
2020.nlp4convai-1.12	10.18653/v1/2020.nlp4convai-1.12	https://www.aclweb.org/anthology/2020.nlp4convai-1.12	Learning to Classify Intents and Slot Labels Given a Handful of Examples
2020.nlp4convai-1.13	10.18653/v1/2020.nlp4convai-1.13	https://www.aclweb.org/anthology/2020.nlp4convai-1.13	{M}ulti{WOZ} 2.2 : A Dialogue Dataset with Additional Annotation Corrections and State Tracking Baselines
2020.nlp4convai-1.14	10.18653/v1/2020.nlp4convai-1.14	https://www.aclweb.org/anthology/2020.nlp4convai-1.14	Sketch-Fill-A-{R}: A Persona-Grounded Chit-Chat Generation Framework
2020.nlp4convai-1.15	10.18653/v1/2020.nlp4convai-1.15	https://www.aclweb.org/anthology/2020.nlp4convai-1.15	Probing Neural Dialog Models for Conversational Understanding
2020.nli-1.1	10.18653/v1/2020.nli-1.1	https://www.aclweb.org/anthology/2020.nli-1.1	Answering Complex Questions by Combining Information from Curated and Extracted Knowledge Bases
2020.nli-1.2	10.18653/v1/2020.nli-1.2	https://www.aclweb.org/anthology/2020.nli-1.2	Towards Reversal-Based Textual Data Augmentation for {NLI} Problems with Opposable Classes
2020.nli-1.3	10.18653/v1/2020.nli-1.3	https://www.aclweb.org/anthology/2020.nli-1.3	Examination and Extension of Strategies for Improving Personalized Language Modeling via Interpolation
2020.nli-1.4	10.18653/v1/2020.nli-1.4	https://www.aclweb.org/anthology/2020.nli-1.4	Efficient Deployment of Conversational Natural Language Interfaces over Databases
2020.nli-1.5	10.18653/v1/2020.nli-1.5	https://www.aclweb.org/anthology/2020.nli-1.5	Neural Multi-task Text Normalization and Sanitization with Pointer-Generator
2020.ngt-1.1	10.18653/v1/2020.ngt-1.1	https://www.aclweb.org/anthology/2020.ngt-1.1	Findings of the Fourth Workshop on Neural Generation and Translation
2020.ngt-1.2	10.18653/v1/2020.ngt-1.2	https://www.aclweb.org/anthology/2020.ngt-1.2	Learning to Generate Multiple Style Transfer Outputs for an Input Sentence
2020.ngt-1.3	10.18653/v1/2020.ngt-1.3	https://www.aclweb.org/anthology/2020.ngt-1.3	Balancing Cost and Benefit with Tied-Multi Transformers
2020.ngt-1.4	10.18653/v1/2020.ngt-1.4	https://www.aclweb.org/anthology/2020.ngt-1.4	Compressing Neural Machine Translation Models with 4-bit Precision
2020.ngt-1.5	10.18653/v1/2020.ngt-1.5	https://www.aclweb.org/anthology/2020.ngt-1.5	Meta-Learning for Few-Shot {NMT} Adaptation
2020.ngt-1.6	10.18653/v1/2020.ngt-1.6	https://www.aclweb.org/anthology/2020.ngt-1.6	Automatically Ranked {R}ussian Paraphrase Corpus for Text Generation
2020.ngt-1.7	10.18653/v1/2020.ngt-1.7	https://www.aclweb.org/anthology/2020.ngt-1.7	A Deep Reinforced Model for Zero-Shot Cross-Lingual Summarization with Bilingual Semantic Similarity Rewards
2020.ngt-1.8	10.18653/v1/2020.ngt-1.8	https://www.aclweb.org/anthology/2020.ngt-1.8	A Question Type Driven and Copy Loss Enhanced Frameworkfor Answer-Agnostic Neural Question Generation
2020.ngt-1.9	10.18653/v1/2020.ngt-1.9	https://www.aclweb.org/anthology/2020.ngt-1.9	A Generative Approach to Titling and Clustering {W}ikipedia Sections
2020.ngt-1.10	10.18653/v1/2020.ngt-1.10	https://www.aclweb.org/anthology/2020.ngt-1.10	The Unreasonable Volatility of Neural Machine Translation Models
2020.ngt-1.11	10.18653/v1/2020.ngt-1.11	https://www.aclweb.org/anthology/2020.ngt-1.11	Leveraging Sentence Similarity in Natural Language Generation: Improving Beam Search using Range Voting
2020.ngt-1.12	10.18653/v1/2020.ngt-1.12	https://www.aclweb.org/anthology/2020.ngt-1.12	Distill, Adapt, Distill: Training Small, In-Domain Models for Neural Machine Translation
2020.ngt-1.13	10.18653/v1/2020.ngt-1.13	https://www.aclweb.org/anthology/2020.ngt-1.13	Training and Inference Methods for High-Coverage Neural Machine Translation
2020.ngt-1.14	10.18653/v1/2020.ngt-1.14	https://www.aclweb.org/anthology/2020.ngt-1.14	Meeting the 2020 {D}uolingo Challenge on a Shoestring
2020.ngt-1.15	10.18653/v1/2020.ngt-1.15	https://www.aclweb.org/anthology/2020.ngt-1.15	{E}nglish-to-{J}apanese Diverse Translation by Combining Forward and Backward Outputs
2020.ngt-1.16	10.18653/v1/2020.ngt-1.16	https://www.aclweb.org/anthology/2020.ngt-1.16	{POSTECH} Submission on {D}uolingo Shared Task
2020.ngt-1.17	10.18653/v1/2020.ngt-1.17	https://www.aclweb.org/anthology/2020.ngt-1.17	The {ADAPT} System Description for the {STAPLE} 2020 {E}nglish-to-{P}ortuguese Translation Task
